UDCLBF 2060-1000,R3,10,4.2,5.7,―,60,6,42.800,干渉なし,干渉なし,干渉なし,干渉なし,干渉なし
UDCLBF 2060-1500,R3,15,4.2,5.7,―,60,6,42.800,干渉なし,干渉なし,干渉なし,干渉なし,干渉なし
UDCLBH 2006-0100,R0.3,1,0.42,0.575,16°,50,4,44.740,1.03,1.05,1.08,1.10,1.17
UDCLBH 2006-0150,R0.3,1.5,0.42,0.575,16°,50,4,44.740,1.54,1.58,1.63,1.67,1.78
UDCLBH 2006-0200,R0.3,2,0.42,0.575,16°,50,4,44.740,2.06,2.12,2.18,2.24,2.39
UDCLBH 2006-0300,R0.3,3,0.42,0.575,16°,50,4,44.740,3.09,3.18,3.28,3.38,3.61
UDCLBH 2007-0100,R0.35,1,0.49,0.675,16°,50,4,44.740,1.02,1.05,1.07,1.10,1.16
UDCLBH 2008-0200,R0.4,2,0.56,0.775,16°,50,4,44.740,2.05,2.11,2.17,2.23,2.37
UDCLBH 2008-0300,R0.4,3,0.56,0.775,16°,50,4,44.740,3.09,3.17,3.27,3.37,3.59
UDCLBH 2008-0400,R0.4,4,0.56,0.775,16°,50,4,44.740,4.12,4.24,4.37,4.51,4.82
UDCLBH 2010-0150,R0.5,1.5,0.7,0.975,16°,50,4,44.740,1.54,1.57,1.61,1.65,1.73
UDCLBH 2010-0200,R0.5,2,0.7,0.975,16°,50,4,44.740,2.05,2.10,2.16,2.22,2.35
UDCLBH 2010-0250,R0.5,2.5,0.7,0.975,16°,50,4,44.740,2.57,2.63,2.71,2.78,2.96
UDCLBH 2010-0300,R0.5,3,0.7,0.975,16°,50,4,44.740,3.08,3.17,3.26,3.35,3.57
UDCLBH 2010-0400,R0.5,4,0.7,0.975,16°,50,4,44.740,4.11,4.23,4.36,4.49,4.79
UDCLBH 2010-0500,R0.5,5,0.7,0.975,16°,50,4,44.740,5.15,5.30,5.46,5.63,6.02
UDCLBH 2015-0200,R0.75,2,1.05,1455,16°,50,4,44.740,2.08,2.12,2.17,2.22,2.33
UDCLBH 2015-0400,R0.75,4,1.05,1455,16°,50,4,44.740,4.14,4.25,4.37,4.50,4.78
UDCLBH 2015-0600,R0.75,6,1.05,1455,16°,50,4,44.740,6.21,6.38,6.57,6.78,7.23
UDCLBH 2020-0300,R1,3,1.4,1915,16°,50,4,44.740,3.18,3.25,3.32,3.41,3.59
UDCLBH 2020-0400,R1,4,1.4,1915,16°,50,4,44.740,4.21,4.31,4.42,4.54,4.81
UDCLBH 2020-0600,R1,6,1.4,1915,16°,50,4,44.740,6.27,6.44,6.62,6.82,7.26
UDCLBH 2020-0800,R1,8,1.4,1915,16°,50,4,44.740,8.33,8.57,8.83,9.10,9.71
UDCLBH 2020-1000,R1,10,1.4,1915,16°,50,4,44.740,10.39,10.70,11.03,11.38,12.15
